player_name,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct,innings_bowled,legal_balls_bowled,runs_conceded,wickets_taken,wides_bowled,noballs_bowled,dots_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,batting_cluster,bowling_cluster
MR Swart,20.0,539.0,461.0,178.0,199.0,32.0,4.0,45.0,14.0,18.0,29.94,116.92,0.13,15.0,252.0,266.0,12.0,6.0,0.0,121.0,42.0,6.33,22.17,21.0,1,3
MRJ Watt,37.0,319.0,279.0,107.0,119.0,23.0,0.0,28.0,7.0,27.0,11.81,114.34,0.13,73.0,1591.0,1871.0,84.0,40.0,1.0,655.0,265.17,7.06,22.27,18.94,0,3
MS Atapattu,1.0,5.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
MS Aulakh,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,54.0,82.0,3.0,8.0,0.0,31.0,9.0,9.11,27.33,18.0,-1,0
MS Beresford,8.0,16.0,49.0,38.0,10.0,1.0,0.0,1.0,0.0,4.0,4.0,32.65,0.02,23.0,369.0,385.0,19.0,63.0,10.0,273.0,61.5,6.26,20.26,19.42,3,3
MS Chapman,86.0,1938.0,1405.0,548.0,533.0,120.0,7.0,166.0,80.0,73.0,26.55,137.94,0.18,6.0,66.0,75.0,3.0,1.0,0.0,25.0,11.0,6.82,25.0,22.0,1,3
MS Crane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,62.0,1.0,0.0,0.0,16.0,8.0,7.75,62.0,48.0,-1,1
MS Dhoni,82.0,1584.0,1267.0,463.0,553.0,133.0,5.0,114.0,49.0,39.0,40.62,125.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
MS Diakite,8.0,28.0,55.0,42.0,8.0,2.0,0.0,4.0,0.0,8.0,3.5,50.91,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
MS Diawara,4.0,11.0,27.0,21.0,7.0,2.0,0.0,0.0,0.0,4.0,2.75,40.74,0.0,3.0,54.0,79.0,3.0,7.0,1.0,24.0,9.0,8.78,26.33,18.0,-1,0
MS Graham,4.0,17.0,33.0,21.0,11.0,1.0,0.0,1.0,0.0,4.0,4.25,51.52,0.03,4.0,66.0,79.0,2.0,1.0,0.0,34.0,11.0,7.18,39.5,33.0,3,3
MS Kasprowicz,1.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,2.0,42.0,57.0,5.0,1.0,0.0,13.0,7.0,8.14,11.4,8.4,-1,0
MS Maker,12.0,296.0,217.0,77.0,89.0,23.0,1.0,20.0,13.0,5.0,59.2,136.41,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
MS Panesar,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,1.0,24.0,40.0,2.0,0.0,0.0,7.0,4.0,10.0,20.0,12.0,-1,-1
MS Sinclair,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
MS Wade,66.0,1191.0,881.0,338.0,350.0,78.0,11.0,94.0,46.0,44.0,27.07,135.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
MSC Erasito,8.0,34.0,91.0,77.0,16.0,5.0,0.0,2.0,0.0,6.0,5.67,37.36,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
MSF Tedjui,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
MSN Ekani,17.0,138.0,307.0,242.0,57.0,17.0,1.0,11.0,0.0,14.0,9.86,44.95,0.04,14.0,227.0,251.0,11.0,29.0,0.0,151.0,37.83,6.63,22.82,20.64,0,3
MT Diaby,5.0,23.0,38.0,27.0,7.0,2.0,0.0,3.0,0.0,5.0,4.6,60.53,0.08,2.0,15.0,17.0,2.0,1.0,0.0,9.0,2.5,6.8,8.5,7.5,0,-1
MT Jacob,10.0,42.0,66.0,40.0,21.0,7.0,1.0,1.0,0.0,4.0,10.5,63.64,0.02,13.0,222.0,223.0,12.0,42.0,3.0,169.0,37.0,6.03,18.58,18.5,0,3
MT Renshaw,5.0,120.0,99.0,33.0,44.0,16.0,0.0,8.0,2.0,5.0,24.0,121.21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
MT Waqanisau,8.0,76.0,118.0,85.0,32.0,6.0,0.0,8.0,0.0,6.0,12.67,64.41,0.07,8.0,162.0,143.0,9.0,23.0,3.0,117.0,27.0,5.3,15.89,18.0,0,2
MTMMJ Ave,16.0,432.0,395.0,190.0,141.0,22.0,1.0,37.0,16.0,10.0,43.2,109.37,0.13,10.0,161.0,191.0,10.0,6.0,5.0,74.0,26.83,7.12,19.1,16.1,1,3
MV Boucher,19.0,264.0,269.0,115.0,122.0,18.0,2.0,22.0,2.0,14.0,18.86,98.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
MV Fare,3.0,10.0,13.0,10.0,4.0,1.0,0.0,1.0,0.0,1.0,10.0,76.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
MV Lehmann,5.0,20.0,43.0,30.0,10.0,2.0,2.0,0.0,0.0,4.0,5.0,46.51,0.0,2.0,12.0,16.0,0.0,2.0,1.0,9.0,2.0,8.0,0.0,0.0,3,-1
MV Matsau,8.0,6.0,20.0,19.0,4.0,1.0,0.0,0.0,0.0,4.0,1.5,30.0,0.0,8.0,92.0,156.0,6.0,6.0,1.0,33.0,15.33,10.17,26.0,15.33,-1,1
MV Pavlovic,14.0,92.0,143.0,97.0,45.0,4.0,1.0,9.0,0.0,14.0,6.57,64.34,0.06,20.0,398.0,449.0,29.0,13.0,1.0,188.0,66.33,6.77,15.48,13.72,3,3
MV Waldron,46.0,415.0,520.0,265.0,193.0,35.0,0.0,38.0,0.0,35.0,11.86,79.81,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
MVT Fernando,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,100.0,0.0,1.0,12.0,16.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,-1,-1
MW Forde,13.0,129.0,88.0,39.0,27.0,5.0,0.0,11.0,8.0,8.0,16.12,146.59,0.22,20.0,382.0,512.0,19.0,18.0,1.0,196.0,63.67,8.04,26.95,20.11,1,0
MW Jones,1.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,150.0,0.17,1.0,12.0,25.0,1.0,2.0,0.0,4.0,2.0,12.5,25.0,12.0,-1,-1
MW Machan,8.0,193.0,141.0,44.0,61.0,12.0,0.0,24.0,2.0,4.0,48.25,136.88,0.18,3.0,72.0,76.0,2.0,0.0,0.0,24.0,12.0,6.33,38.0,36.0,2,1
MW Parkinson,4.0,5.0,11.0,10.0,1.0,0.0,0.0,1.0,0.0,4.0,1.25,45.45,0.09,6.0,120.0,198.0,7.0,5.0,0.0,37.0,20.0,9.9,28.29,17.14,-1,0
MW Short,22.0,416.0,277.0,114.0,86.0,22.0,2.0,40.0,20.0,20.0,20.8,150.18,0.22,10.0,108.0,206.0,9.0,8.0,0.0,33.0,18.0,11.44,22.89,12.0,1,1
MWR Stokes,30.0,715.0,586.0,211.0,236.0,73.0,3.0,66.0,10.0,19.0,37.63,122.01,0.13,25.0,407.0,472.0,19.0,4.0,0.0,169.0,67.83,6.96,24.84,21.42,1,3
MY Bawa,1.0,5.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
MZR Mohedano,2.0,4.0,18.0,24.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Ma Luz Barcelona,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,10.0,0.0,5.0,0.0,8.0,1.0,10.0,0.0,0.0,-1,-1
Ma Qiancheng,6.0,3.0,31.0,30.0,3.0,0.0,0.0,0.0,0.0,4.0,0.75,9.68,0.0,8.0,149.0,177.0,5.0,14.0,0.0,89.0,24.83,7.13,35.4,29.8,3,3
Ma Ruike,6.0,30.0,57.0,47.0,14.0,2.0,0.0,3.0,0.0,3.0,10.0,52.63,0.05,14.0,253.0,206.0,12.0,38.0,1.0,196.0,42.17,4.89,17.17,21.08,0,2
Maaha Naseer,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,18.0,30.0,0.0,0.0,0.0,4.0,3.0,10.0,0.0,0.0,-1,-1
Maahi Madhavan,5.0,18.0,24.0,12.0,10.0,0.0,0.0,2.0,0.0,2.0,9.0,75.0,0.08,8.0,132.0,150.0,8.0,1.0,1.0,59.0,22.0,6.82,18.75,16.5,-1,3
Maaz Khan,16.0,147.0,145.0,82.0,45.0,7.0,0.0,10.0,8.0,15.0,9.8,101.38,0.12,2.0,24.0,48.0,0.0,1.0,0.0,6.0,4.0,12.0,0.0,0.0,0,-1
Mabsar Abdulla,1.0,11.0,21.0,15.0,5.0,3.0,0.0,0.0,0.0,1.0,11.0,52.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Madeeha Zuberi,5.0,5.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,1.67,41.67,0.0,5.0,69.0,55.0,2.0,6.0,0.0,39.0,11.5,4.78,27.5,34.5,-1,1
Madhawa Basnayaka,4.0,41.0,43.0,27.0,13.0,4.0,0.0,2.0,2.0,3.0,13.67,95.35,0.09,4.0,66.0,98.0,5.0,6.0,2.0,31.0,11.0,8.91,19.6,13.2,0,0
Mah Noor,3.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,48.0,105.0,0.0,11.0,3.0,24.0,8.0,13.12,0.0,0.0,-1,1
Mah Noor Amir,8.0,4.0,35.0,36.0,4.0,0.0,0.0,0.0,0.0,8.0,0.5,11.43,0.0,8.0,141.0,297.0,3.0,38.0,4.0,79.0,23.5,12.64,99.0,47.0,3,1
Maham Tariq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,75.0,1.0,3.0,0.0,21.0,8.0,9.38,75.0,48.0,-1,1
Mahedi Hasan,43.0,408.0,402.0,197.0,148.0,30.0,0.0,29.0,14.0,32.0,12.75,101.49,0.11,65.0,1391.0,1574.0,67.0,26.0,5.0,632.0,231.83,6.79,23.49,20.76,0,3
Mahewish Khan,2.0,14.0,16.0,7.0,6.0,2.0,0.0,1.0,0.0,1.0,14.0,87.5,0.06,2.0,42.0,31.0,3.0,1.0,0.0,27.0,7.0,4.43,10.33,14.0,-1,2
Mahirah Izzati Ismail,52.0,526.0,782.0,461.0,281.0,44.0,3.0,37.0,0.0,43.0,12.23,67.26,0.05,54.0,1119.0,889.0,52.0,27.0,6.0,597.0,186.5,4.77,17.1,21.52,0,2
Mahmad Data,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,21.0,0.0,0.0,0.0,2.0,1.83,11.45,0.0,0.0,-1,-1
Mahmud Jasat,17.0,224.0,307.0,175.0,100.0,28.0,0.0,14.0,2.0,15.0,14.93,72.96,0.05,1.0,6.0,14.0,0.0,2.0,0.0,2.0,1.0,14.0,0.0,0.0,0,-1
Mahmudul Hasan Joy,1.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,50.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.33,15.0,0.0,0.0,-1,-1
Mahmudullah,118.0,2223.0,1887.0,761.0,797.0,159.0,6.0,166.0,71.0,84.0,26.46,117.81,0.13,71.0,836.0,1028.0,34.0,24.0,1.0,301.0,139.33,7.38,30.24,24.59,1,3
Mahnoor Akram,3.0,12.0,24.0,17.0,12.0,0.0,0.0,0.0,0.0,3.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mahnoor Mahmood,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mahrukh Imtiaz,1.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Maidul Islam,8.0,143.0,149.0,81.0,55.0,6.0,0.0,13.0,4.0,8.0,17.88,95.97,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Maira Khan,5.0,36.0,157.0,142.0,20.0,2.0,0.0,3.0,0.0,4.0,9.0,22.93,0.02,5.0,84.0,183.0,2.0,29.0,6.0,57.0,14.0,13.07,91.5,42.0,0,1
Maira Saleem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.0,5.0,3.0,20.0,3.0,6.0,0.0,0.0,-1,-1
Maliha Baig,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Malyun Hassan,3.0,13.0,41.0,35.0,11.0,1.0,0.0,0.0,0.0,2.0,6.5,31.71,0.0,3.0,42.0,32.0,2.0,7.0,2.0,36.0,7.0,4.57,16.0,21.0,3,2
Malyun Yusuf,2.0,8.0,8.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,8.0,100.0,0.12,4.0,66.0,57.0,5.0,17.0,1.0,60.0,11.0,5.18,11.4,13.2,-1,2
Mamoon Latif,5.0,44.0,47.0,23.0,19.0,2.0,1.0,3.0,1.0,5.0,8.8,93.62,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Mamta Rai,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Manal Malik,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,-1,-1
Manan Ali,35.0,704.0,480.0,189.0,191.0,33.0,1.0,33.0,52.0,28.0,25.14,146.67,0.18,4.0,30.0,42.0,0.0,1.0,0.0,10.0,5.0,8.4,0.0,0.0,1,-1
Manan Bashir,13.0,352.0,150.0,59.0,30.0,6.0,0.0,16.0,41.0,10.0,35.2,234.67,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
Mandeep Singh,7.0,146.0,127.0,51.0,46.0,16.0,0.0,14.0,2.0,5.0,29.2,114.96,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Manish Sharma,4.0,20.0,55.0,47.0,8.0,0.0,0.0,3.0,0.0,4.0,5.0,36.36,0.05,3.0,54.0,74.0,3.0,2.0,0.0,29.0,9.0,8.22,24.67,18.0,3,0
Manoj Adhikari,6.0,34.0,53.0,33.0,16.0,3.0,0.0,3.0,0.0,3.0,11.33,64.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Manpreet Singh,64.0,1275.0,1049.0,373.0,482.0,106.0,5.0,68.0,49.0,55.0,23.18,121.54,0.11,13.0,210.0,295.0,3.0,6.0,1.0,80.0,35.0,8.43,98.33,70.0,0,1
Mansi Parmar,2.0,15.0,23.0,18.0,9.0,3.0,0.0,0.0,0.0,1.0,15.0,65.22,0.0,2.0,28.0,34.0,1.0,5.0,1.0,16.0,4.67,7.29,34.0,28.0,-1,-1
Mansoor Amjad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,3.0,0.0,1.0,5.0,1.0,3.0,1.0,2.0,-1,-1
Mansoor Malangzai,1.0,28.0,16.0,7.0,4.0,2.0,0.0,2.0,2.0,1.0,28.0,175.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mansoor Safi,8.0,148.0,73.0,27.0,18.0,7.0,0.0,11.0,12.0,8.0,18.5,202.74,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
Mansoor Shah,2.0,4.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,66.67,0.0,7.0,125.0,183.0,10.0,7.0,1.0,67.0,20.83,8.78,18.3,12.5,-1,0
Manuel Iturbe,8.0,47.0,65.0,38.0,17.0,6.0,0.0,3.0,1.0,7.0,6.71,72.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
Maqsood Ahmad,1.0,13.0,19.0,10.0,7.0,1.0,0.0,1.0,0.0,1.0,13.0,68.42,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Marcelle Hanekom,9.0,118.0,126.0,69.0,46.0,7.0,0.0,13.0,1.0,8.0,14.75,93.65,0.11,8.0,126.0,178.0,6.0,13.0,2.0,56.0,21.0,8.48,29.67,21.0,0,0
Maria Ahsan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,29.0,3.0,1.0,1.0,20.0,7.0,4.14,9.67,14.0,-1,2
Maria Jasvi,30.0,65.0,212.0,171.0,45.0,6.0,0.0,2.0,0.0,21.0,3.1,30.66,0.01,46.0,773.0,731.0,38.0,65.0,4.0,480.0,128.83,5.67,19.24,20.34,3,2
Maria Penna,3.0,3.0,17.0,18.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5,17.65,0.0,1.0,12.0,16.0,0.0,5.0,1.0,10.0,2.0,8.0,0.0,0.0,-1,-1
Maria Salazar,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mariam Hasan,2.0,9.0,12.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,9.0,75.0,0.0,2.0,42.0,23.0,4.0,3.0,0.0,25.0,7.0,3.29,5.75,10.5,-1,1
Mariam Waseem,1.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.67,0.0,1.0,12.0,24.0,1.0,6.0,7.0,18.0,2.0,12.0,24.0,12.0,-1,-1
Mariamma Hyder,34.0,203.0,348.0,249.0,75.0,21.0,0.0,20.0,1.0,20.0,10.15,58.33,0.06,46.0,926.0,796.0,42.0,38.0,2.0,520.0,154.33,5.16,18.95,22.05,0,2
Marica Taira,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0,0.0,-1,-1
Marija Mratinkovic,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Marina Iqbal,18.0,238.0,297.0,157.0,105.0,13.0,1.0,23.0,2.0,12.0,19.83,80.13,0.08,3.0,30.0,35.0,1.0,1.0,0.0,12.0,5.0,7.0,35.0,30.0,0,-1
Mario Ovalle,1.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mariska Kornet,2.0,1.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,6.67,0.0,4.0,84.0,102.0,1.0,3.0,2.0,32.0,14.0,7.29,102.0,84.0,-1,1
Marsya Qistina Binti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,0.0,1.0,3.0,1.0,8.0,0.0,0.0,-1,-1
Martina Quinn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,7.0,2.0,15.0,1.0,9.0,0.0,0.0,-1,-1
Marufa Akter,9.0,9.0,28.0,20.0,7.0,1.0,0.0,0.0,0.0,5.0,1.8,32.14,0.0,34.0,623.0,643.0,27.0,33.0,1.0,363.0,103.83,6.19,23.81,23.07,-1,2
Maryam Omar,37.0,654.0,834.0,479.0,272.0,59.0,2.0,63.0,1.0,28.0,23.36,78.42,0.08,32.0,634.0,518.0,29.0,25.0,8.0,392.0,105.67,4.9,17.86,21.86,1,2
Maryyam Ashraf,19.0,69.0,93.0,61.0,21.0,8.0,0.0,5.0,2.0,12.0,5.75,74.19,0.08,1.0,24.0,19.0,1.0,1.0,0.0,12.0,4.0,4.75,19.0,24.0,0,-1
Maryyam Sheikh,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mas Elysa,72.0,1240.0,1360.0,756.0,403.0,144.0,15.0,120.0,4.0,59.0,21.02,91.18,0.09,40.0,643.0,596.0,29.0,49.0,1.0,377.0,107.17,5.56,20.55,22.17,0,2
Mashael Waqas,5.0,56.0,115.0,85.0,40.0,6.0,0.0,1.0,0.0,3.0,18.67,48.7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Mashrafe Mortaza,35.0,291.0,225.0,109.0,63.0,17.0,0.0,26.0,15.0,24.0,12.12,129.33,0.18,48.0,1043.0,1427.0,34.0,21.0,4.0,410.0,173.83,8.21,41.97,30.68,1,0
Masood Jayezeh,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,-1,-1
Matilda Fred,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,1.0,5.0,0.0,14.0,2.0,5.0,10.0,12.0,-1,-1
Matiullah Khan,2.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,5.0,96.0,149.0,4.0,5.0,3.0,46.0,16.0,9.31,37.25,24.0,-1,0
Mayank Nagayach,7.0,39.0,38.0,22.0,7.0,5.0,0.0,4.0,1.0,6.0,6.5,102.63,0.13,7.0,150.0,192.0,1.0,3.0,0.0,59.0,25.0,7.68,192.0,150.0,0,1
Mazhar Khan,4.0,11.0,28.0,21.0,7.0,0.0,0.0,1.0,0.0,3.0,3.67,39.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Mazharul Islam,18.0,300.0,335.0,187.0,97.0,21.0,1.0,38.0,1.0,13.0,23.08,89.55,0.12,6.0,83.0,98.0,4.0,0.0,0.0,31.0,13.83,7.08,24.5,20.75,1,3
Md Ariyan,11.0,272.0,197.0,95.0,68.0,8.0,0.0,20.0,18.0,9.0,30.22,138.07,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Md Shafiqul Haque,4.0,88.0,62.0,30.0,18.0,7.0,0.0,5.0,6.0,3.0,29.33,141.94,0.18,1.0,18.0,25.0,1.0,0.0,0.0,5.0,3.0,8.33,25.0,18.0,1,-1
Md Shuayeb,3.0,6.0,31.0,27.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,19.35,0.0,4.0,36.0,50.0,4.0,2.0,0.0,16.0,6.0,8.33,12.5,9.0,3,0
Meet Ahir,4.0,67.0,68.0,36.0,21.0,7.0,0.0,5.0,2.0,2.0,33.5,98.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Meet Bhavsar,64.0,1644.0,1258.0,514.0,481.0,106.0,11.0,141.0,59.0,55.0,29.89,130.68,0.16,18.0,242.0,284.0,15.0,2.0,1.0,100.0,40.33,7.04,18.93,16.13,1,3
Meghna Rajan,7.0,338.0,299.0,137.0,112.0,52.0,6.0,26.0,0.0,2.0,169.0,113.04,0.09,10.0,207.0,88.0,15.0,11.0,1.0,167.0,34.5,2.55,5.87,13.8,2,1
Meghna Singh,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,9.0,111.0,151.0,4.0,1.0,0.0,53.0,18.5,8.16,37.75,27.75,-1,0
Mehak Thakur,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,4.0,28.0,17.0,3.0,2.0,0.0,18.0,4.67,3.64,5.67,9.33,-1,-1
Mehboob Ali,10.0,255.0,130.0,64.0,25.0,1.0,0.0,27.0,20.0,10.0,25.5,196.15,0.36,10.0,192.0,275.0,9.0,16.0,1.0,102.0,32.0,8.59,30.56,21.33,2,0
Mehedi Hasan Miraz,28.0,410.0,352.0,145.0,144.0,22.0,6.0,36.0,10.0,24.0,17.08,116.48,0.13,29.0,444.0,627.0,17.0,3.0,0.0,149.0,74.0,8.47,36.88,26.12,0,0
Mehrab Hossain jnr,2.0,16.0,25.0,14.0,12.0,0.0,0.0,1.0,0.0,1.0,16.0,64.0,0.04,1.0,17.0,20.0,0.0,1.0,0.0,9.0,2.83,7.06,0.0,0.0,-1,-1
Mehran Khan,32.0,262.0,249.0,113.0,103.0,14.0,1.0,14.0,12.0,27.0,9.7,105.22,0.1,27.0,444.0,523.0,25.0,15.0,3.0,207.0,74.0,7.07,20.92,17.76,0,3
Mehran Siasar,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Melanie Ani,4.0,30.0,47.0,39.0,12.0,1.0,0.0,4.0,0.0,3.0,10.0,63.83,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
