player_name,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct,innings_bowled,legal_balls_bowled,runs_conceded,wickets_taken,wides_bowled,noballs_bowled,dots_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,batting_cluster,bowling_cluster
G Thakur,11.0,224.0,185.0,97.0,55.0,16.0,0.0,24.0,6.0,9.0,24.89,121.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
G Toka,2.0,31.0,27.0,12.0,9.0,2.0,0.0,3.0,1.0,1.0,31.0,114.81,0.15,1.0,18.0,20.0,1.0,0.0,0.0,5.0,3.0,6.67,20.0,18.0,-1,-1
G Urjindulam,10.0,12.0,67.0,67.0,6.0,1.0,0.0,1.0,0.0,8.0,1.5,17.91,0.01,1.0,6.0,13.0,0.0,3.0,2.0,7.0,1.0,13.0,0.0,0.0,3,-1
G Van Heerden,1.0,107.0,57.0,16.0,25.0,4.0,0.0,8.0,7.0,0.0,107.0,187.72,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1
G Venkateswaran,14.0,196.0,177.0,89.0,63.0,14.0,1.0,15.0,7.0,11.0,17.82,110.73,0.12,9.0,146.0,237.0,7.0,1.0,0.0,48.0,24.33,9.74,33.86,20.86,0,0
G Voll,12.0,474.0,303.0,114.0,97.0,33.0,1.0,62.0,10.0,11.0,43.09,156.44,0.24,1.0,6.0,10.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,0.0,1,-1
G Wareham,29.0,324.0,239.0,89.0,89.0,28.0,1.0,41.0,2.0,20.0,16.2,135.56,0.18,70.0,1196.0,1223.0,74.0,35.0,1.0,549.0,199.33,6.14,16.53,16.16,1,3
G Wetherall,17.0,238.0,221.0,142.0,48.0,21.0,2.0,28.0,5.0,12.0,19.83,107.69,0.15,16.0,312.0,320.0,17.0,31.0,6.0,184.0,52.0,6.15,18.82,18.35,0,3
G Wijekoon,2.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,3.0,66.0,101.0,2.0,2.0,0.0,17.0,11.0,9.18,50.5,33.0,-1,1
GA Elwiss,4.0,28.0,29.0,11.0,14.0,1.0,0.0,3.0,0.0,2.0,14.0,96.55,0.1,6.0,91.0,86.0,5.0,1.0,0.0,39.0,15.17,5.67,17.2,18.2,-1,2
GA Lamb,4.0,32.0,54.0,28.0,24.0,2.0,0.0,1.0,0.0,2.0,16.0,59.26,0.02,5.0,73.0,80.0,4.0,2.0,0.0,34.0,12.17,6.58,20.0,18.25,0,3
GA Priandana,65.0,1211.0,1125.0,646.0,341.0,71.0,2.0,119.0,41.0,52.0,23.29,107.64,0.14,33.0,415.0,502.0,30.0,16.0,0.0,196.0,69.17,7.26,16.73,13.83,1,3
GA Rogers,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33,0.0,1.0,24.0,52.0,0.0,1.0,1.0,6.0,4.0,13.0,0.0,0.0,-1,-1
GA Stuurman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,28.0,0.0,2.0,0.0,6.0,2.0,14.0,0.0,0.0,-1,-1
GB Brent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,53.0,2.0,2.0,0.0,21.0,7.0,7.57,26.5,21.0,-1,3
GB Hogg,4.0,55.0,39.0,17.0,14.0,4.0,1.0,3.0,3.0,4.0,13.75,141.03,0.15,15.0,294.0,373.0,7.0,6.0,0.0,114.0,49.0,7.61,53.29,42.0,0,1
GC Bhogle,19.0,321.0,370.0,209.0,118.0,35.0,1.0,28.0,3.0,12.0,26.75,86.76,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
GC Galanis,9.0,62.0,51.0,24.0,20.0,4.0,0.0,4.0,3.0,6.0,10.33,121.57,0.14,10.0,209.0,210.0,12.0,8.0,0.0,106.0,34.83,6.03,17.5,17.42,0,2
GC Murtaza,16.0,120.0,132.0,72.0,48.0,4.0,0.0,10.0,4.0,13.0,9.23,90.91,0.11,34.0,677.0,865.0,34.0,71.0,4.0,391.0,112.83,7.67,25.44,19.91,0,3
GC Smith,31.0,884.0,716.0,338.0,221.0,47.0,1.0,110.0,21.0,30.0,29.47,123.46,0.18,3.0,24.0,57.0,0.0,0.0,2.0,5.0,4.0,14.25,0.0,0.0,1,-1
GC Tonge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,25.0,1.0,0.0,0.0,11.0,4.0,6.25,25.0,24.0,-1,-1
GC Wilson,49.0,840.0,836.0,363.0,326.0,69.0,4.0,73.0,12.0,42.0,20.0,100.48,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GD Arta,42.0,441.0,504.0,291.0,169.0,23.0,0.0,25.0,21.0,30.0,14.7,87.5,0.09,34.0,570.0,539.0,29.0,22.0,1.0,325.0,95.0,5.67,18.59,19.66,0,2
GD Drummond,3.0,38.0,48.0,22.0,22.0,2.0,0.0,3.0,0.0,2.0,19.0,79.17,0.06,6.0,120.0,157.0,4.0,3.0,2.0,50.0,20.0,7.85,39.25,30.0,0,0
GD Elliott,15.0,171.0,157.0,57.0,67.0,20.0,0.0,13.0,2.0,8.0,21.38,108.92,0.1,15.0,192.0,235.0,14.0,3.0,0.0,62.0,32.0,7.34,16.79,13.71,0,3
GD McGrath,1.0,5.0,12.0,9.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,41.67,0.0,2.0,48.0,79.0,5.0,1.0,0.0,16.0,8.0,9.88,15.8,9.6,-1,1
GD Phillips,83.0,2226.0,1559.0,553.0,615.0,150.0,7.0,162.0,107.0,70.0,31.8,142.78,0.17,22.0,224.0,315.0,9.0,7.0,1.0,82.0,37.33,8.44,35.0,24.89,1,0
GDR Eranga,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,8.0,168.0,187.0,10.0,14.0,2.0,97.0,28.0,6.68,18.7,16.8,-1,3
GE Gutierrez Chavez,3.0,26.0,22.0,18.0,6.0,2.0,0.0,1.0,2.0,2.0,13.0,118.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GE Mathurin,2.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,0.0,3.0,60.0,65.0,4.0,1.0,1.0,31.0,10.0,6.5,16.25,15.0,-1,3
GE Plimmer,42.0,649.0,610.0,278.0,231.0,38.0,6.0,66.0,10.0,36.0,18.03,106.39,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GEF Barnett,2.0,66.0,48.0,18.0,16.0,4.0,2.0,9.0,0.0,2.0,33.0,137.5,0.19,1.0,6.0,11.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,0.0,1,-1
GEM Brealey,5.0,37.0,59.0,47.0,19.0,7.0,0.0,1.0,0.0,5.0,7.4,62.71,0.02,4.0,60.0,63.0,1.0,20.0,1.0,50.0,10.0,6.3,63.0,60.0,3,1
GES Sullivan,7.0,74.0,96.0,55.0,34.0,8.0,0.0,6.0,0.0,7.0,10.57,77.08,0.06,8.0,168.0,128.0,8.0,4.0,1.0,109.0,28.0,4.57,16.0,21.0,0,2
GF Cardos,8.0,24.0,86.0,76.0,16.0,2.0,0.0,1.0,0.0,8.0,3.0,27.91,0.01,1.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,3,-1
GF Gomes,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GF Linde,26.0,403.0,273.0,101.0,109.0,27.0,0.0,27.0,22.0,21.0,19.19,147.62,0.18,35.0,642.0,795.0,34.0,20.0,0.0,274.0,107.0,7.43,23.38,18.88,1,3
GG Alta,12.0,126.0,147.0,84.0,46.0,8.0,0.0,7.0,6.0,11.0,11.45,85.71,0.09,11.0,203.0,335.0,10.0,22.0,1.0,86.0,33.83,9.9,33.5,20.3,0,0
GG Banner,11.0,91.0,98.0,61.0,17.0,6.0,2.0,8.0,4.0,10.0,9.1,92.86,0.12,2.0,36.0,54.0,3.0,4.0,0.0,21.0,6.0,9.0,18.0,12.0,0,0
GH Bodi,1.0,8.0,25.0,20.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GH Dockrell,87.0,1123.0,832.0,300.0,356.0,79.0,3.0,81.0,46.0,58.0,19.36,134.98,0.15,78.0,1323.0,1496.0,77.0,33.0,0.0,508.0,220.5,6.78,19.43,17.18,0,3
GH Lewis,107.0,2972.0,2510.0,1201.0,783.0,147.0,11.0,425.0,27.0,89.0,33.39,118.41,0.18,5.0,66.0,86.0,2.0,4.0,2.0,29.0,11.0,7.82,43.0,33.0,1,1
GH O'Brien,4.0,25.0,29.0,17.0,9.0,3.0,0.0,1.0,1.0,2.0,12.5,86.21,0.07,9.0,189.0,202.0,10.0,11.0,2.0,115.0,31.5,6.41,20.2,18.9,-1,3
GH Smit,3.0,62.0,57.0,26.0,18.0,9.0,0.0,5.0,1.0,3.0,20.67,108.77,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GH Worker,2.0,90.0,64.0,28.0,21.0,4.0,0.0,6.0,5.0,2.0,45.0,140.62,0.17,1.0,12.0,19.0,1.0,1.0,0.0,5.0,2.0,9.5,19.0,12.0,1,-1
GHS Garton,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,24.0,57.0,1.0,0.0,1.0,8.0,4.0,14.25,57.0,24.0,-1,-1
GI Gokoel,3.0,11.0,27.0,19.0,7.0,0.0,0.0,1.0,0.0,1.0,11.0,40.74,0.04,3.0,24.0,41.0,0.0,1.0,0.0,7.0,4.0,10.25,0.0,0.0,-1,-1
GI Hume,4.0,37.0,28.0,11.0,13.0,2.0,0.0,2.0,2.0,1.0,37.0,132.14,0.14,9.0,164.0,261.0,11.0,9.0,1.0,74.0,27.33,9.55,23.73,14.91,-1,0
GI Maiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,0.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,-1,-1
GJ Bailey,26.0,475.0,347.0,124.0,133.0,34.0,2.0,37.0,20.0,17.0,27.94,136.89,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
GJ Batty,1.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,57.14,0.0,1.0,18.0,17.0,0.0,1.0,0.0,10.0,3.0,5.67,0.0,0.0,-1,-1
GJ Delany,67.0,1069.0,796.0,310.0,288.0,72.0,5.0,82.0,49.0,51.0,20.96,134.3,0.16,62.0,1028.0,1300.0,49.0,28.0,0.0,389.0,171.33,7.59,26.53,20.98,1,3
GJ Hopkins,8.0,86.0,71.0,28.0,32.0,2.0,0.0,5.0,5.0,7.0,12.29,121.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GJ Maxwell,114.0,2785.0,1804.0,689.0,655.0,159.0,6.0,231.0,145.0,97.0,28.71,154.38,0.21,85.0,1105.0,1503.0,51.0,21.0,5.0,370.0,184.17,8.16,29.47,21.67,1,0
GJ McCarter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,30.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,-1,-1
GJ Snyman,1.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,33.33,0.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,-1,-1
GJ Thompson,4.0,93.0,78.0,33.0,29.0,3.0,0.0,13.0,1.0,4.0,23.25,119.23,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
GJ van Rensburg,6.0,79.0,110.0,63.0,35.0,9.0,0.0,5.0,1.0,5.0,15.8,71.82,0.05,5.0,42.0,55.0,2.0,2.0,0.0,15.0,7.0,7.86,27.5,21.0,0,0
GJP Kruger,1.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,60.0,0.0,1.0,24.0,29.0,0.0,2.0,0.0,9.0,4.0,7.25,0.0,0.0,-1,-1
GK Berg,12.0,153.0,123.0,46.0,50.0,10.0,1.0,11.0,6.0,7.0,21.86,124.39,0.14,15.0,294.0,319.0,19.0,6.0,1.0,156.0,49.0,6.51,16.79,15.47,1,3
GK Diviya,42.0,548.0,877.0,574.0,260.0,61.0,2.0,40.0,0.0,33.0,16.61,62.49,0.05,42.0,821.0,570.0,34.0,16.0,0.0,527.0,136.83,4.17,16.76,24.15,0,2
GK Ghalley,30.0,338.0,357.0,207.0,88.0,31.0,2.0,23.0,15.0,25.0,13.52,94.68,0.11,1.0,6.0,13.0,0.0,3.0,0.0,3.0,1.0,13.0,0.0,0.0,0,-1
GL Adams,2.0,39.0,31.0,9.0,16.0,4.0,1.0,3.0,0.0,2.0,19.5,125.81,0.1,2.0,30.0,29.0,0.0,1.0,0.0,13.0,5.0,5.8,0.0,0.0,0,-1
GL Cloete,2.0,15.0,15.0,7.0,5.0,1.0,0.0,2.0,0.0,2.0,7.5,100.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GL Mushi,6.0,71.0,98.0,67.0,20.0,6.0,1.0,9.0,0.0,3.0,23.67,72.45,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
GM Hamilton,4.0,19.0,24.0,13.0,9.0,1.0,0.0,2.0,0.0,4.0,4.75,79.17,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GM Harris,33.0,566.0,361.0,124.0,141.0,22.0,1.0,57.0,25.0,20.0,28.3,156.79,0.23,10.0,150.0,138.0,7.0,4.0,0.0,64.0,25.0,5.52,19.71,21.43,1,2
GM Muthui,3.0,8.0,13.0,7.0,4.0,2.0,0.0,0.0,0.0,1.0,8.0,61.54,0.0,23.0,414.0,482.0,26.0,20.0,1.0,241.0,69.0,6.99,18.54,15.92,-1,3
GM Ntambalika,7.0,115.0,101.0,44.0,39.0,9.0,2.0,7.0,4.0,6.0,19.17,113.86,0.11,5.0,72.0,95.0,4.0,4.0,3.0,46.0,12.0,7.92,23.75,18.0,0,0
GM Strydom,6.0,97.0,89.0,44.0,33.0,5.0,0.0,6.0,5.0,5.0,19.4,108.99,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GMK Jayaweera,2.0,4.0,9.0,10.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,44.44,0.0,3.0,20.0,32.0,4.0,0.0,1.0,11.0,3.33,9.6,8.0,5.0,-1,-1
GO Jones,2.0,33.0,25.0,10.0,7.0,3.0,0.0,5.0,0.0,1.0,33.0,132.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GO Sopinho,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GP Meade,29.0,343.0,338.0,162.0,125.0,28.0,4.0,24.0,9.0,21.0,16.33,101.48,0.1,11.0,182.0,187.0,9.0,7.0,1.0,77.0,30.33,6.16,20.78,20.22,0,3
GP Swann,15.0,104.0,89.0,29.0,43.0,8.0,1.0,9.0,1.0,5.0,20.8,116.85,0.11,37.0,786.0,837.0,49.0,17.0,0.0,303.0,131.0,6.39,17.08,16.04,0,3
GP Tom,4.0,14.0,23.0,11.0,10.0,2.0,0.0,0.0,0.0,1.0,14.0,60.87,0.0,22.0,300.0,287.0,13.0,14.0,7.0,188.0,50.0,5.74,22.08,23.08,-1,2
GPK Wijesingha,5.0,102.0,102.0,53.0,32.0,9.0,2.0,7.0,3.0,5.0,20.4,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GR Adair,21.0,503.0,361.0,185.0,90.0,25.0,1.0,48.0,28.0,21.0,23.95,139.34,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
GR Menes,4.0,1.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.33,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GR Russ,19.0,203.0,239.0,120.0,87.0,16.0,0.0,18.0,2.0,10.0,20.3,84.94,0.08,2.0,18.0,52.0,0.0,1.0,1.0,4.0,3.0,17.33,0.0,0.0,0,-1
GRD Munasinghe,3.0,1.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.33,10.0,0.0,4.0,96.0,109.0,6.0,4.0,0.0,48.0,16.0,6.81,18.17,16.0,-1,3
GS Bajwa,3.0,74.0,57.0,32.0,16.0,7.0,0.0,5.0,4.0,2.0,37.0,129.82,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
GS Ballance,1.0,30.0,29.0,13.0,12.0,2.0,0.0,2.0,1.0,1.0,30.0,103.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GS Sequeira,3.0,122.0,115.0,58.0,50.0,1.0,0.0,16.0,1.0,1.0,122.0,106.09,0.15,3.0,70.0,51.0,5.0,4.0,0.0,44.0,11.67,4.37,10.2,14.0,2,2
GSNFG Jayasuriya,16.0,241.0,222.0,99.0,90.0,10.0,1.0,20.0,8.0,16.0,15.06,108.56,0.13,11.0,137.0,213.0,3.0,1.0,0.0,39.0,22.83,9.33,71.0,45.67,0,1
GT Main,3.0,12.0,17.0,11.0,4.0,0.0,0.0,2.0,0.0,1.0,12.0,70.59,0.12,14.0,242.0,342.0,19.0,15.0,6.0,130.0,40.33,8.48,18.0,12.74,-1,0
GT Taylor,17.0,180.0,228.0,150.0,60.0,6.0,0.0,18.0,6.0,15.0,12.0,78.95,0.11,9.0,150.0,222.0,8.0,5.0,2.0,67.0,25.0,8.88,27.75,18.75,0,0
GW Aldridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,45.0,1.0,0.0,0.0,7.0,4.0,11.25,45.0,24.0,-1,-1
GWHM Perera,72.0,956.0,1096.0,579.0,367.0,55.0,5.0,110.0,4.0,58.0,16.48,87.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
GY Prastama,3.0,9.0,13.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,9.0,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
GY Tomar,2.0,51.0,45.0,26.0,9.0,4.0,0.0,4.0,3.0,2.0,25.5,113.33,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Gagandeep Singh,10.0,44.0,45.0,25.0,13.0,3.0,1.0,4.0,1.0,3.0,14.67,97.78,0.11,17.0,264.0,396.0,7.0,32.0,6.0,157.0,44.0,9.0,56.57,37.71,0,1
Ganesh Pooja,8.0,44.0,82.0,62.0,27.0,5.0,1.0,1.0,0.0,8.0,5.5,53.66,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
Garret Banner,9.0,98.0,88.0,44.0,35.0,3.0,1.0,6.0,5.0,8.0,12.25,111.36,0.12,11.0,234.0,273.0,10.0,9.0,0.0,117.0,39.0,7.0,27.3,23.4,0,3
Gaurav Maithani,1.0,7.0,7.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,100.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Gaurav Mishra,6.0,70.0,61.0,22.0,25.0,9.0,1.0,3.0,2.0,3.0,23.33,114.75,0.08,12.0,198.0,242.0,6.0,18.0,0.0,103.0,33.0,7.33,40.33,33.0,0,1
Gaurav Tiwari,17.0,279.0,296.0,145.0,106.0,18.0,1.0,26.0,5.0,13.0,21.46,94.26,0.1,17.0,335.0,364.0,15.0,10.0,1.0,177.0,55.83,6.52,24.27,22.33,0,3
Gayan Munaweera,10.0,58.0,43.0,16.0,18.0,2.0,0.0,6.0,2.0,3.0,19.33,134.88,0.19,18.0,336.0,467.0,20.0,13.0,7.0,151.0,56.0,8.34,23.35,16.8,1,0
Geovanis Uwase,13.0,50.0,64.0,37.0,19.0,8.0,1.0,3.0,0.0,10.0,5.0,78.12,0.05,8.0,96.0,73.0,2.0,12.0,1.0,76.0,16.0,4.56,36.5,48.0,3,1
Gershon Yusuf,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
Ghayour Ahmad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,35.0,0.0,1.0,0.0,8.0,4.0,8.75,0.0,0.0,-1,-1
Ghulam Abbas Butt,13.0,151.0,127.0,78.0,22.0,12.0,1.0,18.0,5.0,13.0,11.62,118.9,0.18,7.0,108.0,111.0,3.0,6.0,0.0,62.0,18.0,6.17,37.0,36.0,0,1
Ghulam Ahmadi,12.0,41.0,40.0,18.0,15.0,5.0,0.0,4.0,0.0,3.0,13.67,102.5,0.1,46.0,1020.0,1061.0,54.0,13.0,0.0,550.0,170.0,6.24,19.65,18.89,0,3
Ghulam Fatima,3.0,6.0,9.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,66.67,0.11,5.0,98.0,108.0,2.0,3.0,1.0,43.0,16.33,6.61,54.0,49.0,-1,1
Ghulam Shabber,10.0,150.0,131.0,61.0,47.0,7.0,1.0,17.0,3.0,6.0,25.0,114.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
Gong Yuting,8.0,60.0,65.0,34.0,24.0,4.0,0.0,7.0,0.0,6.0,10.0,92.31,0.11,5.0,60.0,49.0,2.0,7.0,5.0,47.0,10.0,4.9,24.5,30.0,0,2
Guido Angeletti,11.0,94.0,113.0,68.0,33.0,8.0,1.0,6.0,3.0,9.0,10.44,83.19,0.08,5.0,94.0,93.0,4.0,8.0,0.0,54.0,15.67,5.94,23.25,23.5,0,2
Guillermo Aburto,2.0,4.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,40.0,0.1,2.0,24.0,28.0,1.0,3.0,1.0,18.0,4.0,7.0,28.0,24.0,-1,-1
Gull Feroza,22.0,306.0,318.0,176.0,84.0,25.0,0.0,43.0,0.0,19.0,16.11,96.23,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
Gulsan Jha,42.0,634.0,451.0,197.0,170.0,25.0,2.0,33.0,46.0,29.0,21.86,140.58,0.18,33.0,512.0,631.0,28.0,30.0,2.0,237.0,85.33,7.39,22.54,18.29,1,3
Gurdeep Singh,9.0,167.0,176.0,94.0,56.0,9.0,1.0,18.0,3.0,8.0,20.88,94.89,0.12,3.0,36.0,57.0,2.0,0.0,0.0,13.0,6.0,9.5,28.5,18.0,0,0
Gurpratap Singh,10.0,187.0,133.0,72.0,33.0,12.0,0.0,10.0,15.0,10.0,18.7,140.6,0.19,10.0,204.0,233.0,16.0,8.0,8.0,116.0,34.0,6.85,14.56,12.75,1,3
Gurpreet Singh,9.0,117.0,130.0,67.0,45.0,14.0,2.0,8.0,1.0,6.0,19.5,90.0,0.07,9.0,162.0,181.0,8.0,4.0,1.0,82.0,27.0,6.7,22.62,20.25,0,3
H Agarwal,16.0,74.0,186.0,136.0,44.0,7.0,0.0,4.0,0.0,10.0,7.4,39.78,0.02,18.0,330.0,323.0,15.0,28.0,1.0,200.0,55.0,5.87,21.53,22.0,3,2
H Ayoka,1.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
H Beresford-Peirse,2.0,10.0,13.0,7.0,6.0,2.0,0.0,0.0,0.0,2.0,5.0,76.92,0.0,3.0,54.0,94.0,2.0,3.0,2.0,25.0,9.0,10.44,47.0,27.0,-1,1
H Bharadwaj,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,16.67,0.0,12.0,270.0,234.0,18.0,8.0,0.0,131.0,45.0,5.2,13.0,15.0,-1,2
H Bhullar,12.0,42.0,125.0,123.0,30.0,4.0,0.0,1.0,0.0,11.0,3.82,33.6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
H Carlyon,36.0,671.0,553.0,262.0,181.0,33.0,4.0,67.0,24.0,35.0,19.17,121.34,0.16,25.0,372.0,357.0,20.0,6.0,0.0,188.0,62.0,5.76,17.85,18.6,1,2
H Celik,4.0,59.0,71.0,41.0,17.0,13.0,0.0,4.0,0.0,3.0,19.67,83.1,0.06,8.0,153.0,126.0,11.0,13.0,12.0,116.0,25.5,4.94,11.45,13.91,0,2
H Chamto,8.0,15.0,32.0,22.0,9.0,3.0,0.0,0.0,0.0,6.0,2.5,46.88,0.0,12.0,198.0,172.0,3.0,12.0,0.0,106.0,33.0,5.21,57.33,66.0,3,1
H Currie,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
H Dandapani,1.0,17.0,19.0,11.0,5.0,2.0,0.0,2.0,0.0,1.0,17.0,89.47,0.11,3.0,42.0,63.0,2.0,4.0,0.0,14.0,7.0,9.0,31.5,21.0,-1,0
H Dassanayake,2.0,1.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,8.33,0.0,2.0,18.0,17.0,0.0,5.0,0.0,18.0,3.0,5.67,0.0,0.0,-1,-1
H Davids,9.0,161.0,134.0,60.0,47.0,9.0,0.0,18.0,4.0,9.0,17.89,120.15,0.16,2.0,12.0,13.0,1.0,1.0,0.0,6.0,2.0,6.5,13.0,12.0,0,-1
H Deol,20.0,311.0,338.0,176.0,126.0,14.0,1.0,37.0,1.0,18.0,17.28,92.01,0.11,9.0,108.0,140.0,6.0,3.0,2.0,40.0,18.0,7.78,23.33,18.0,0,3
H Deshan,11.0,222.0,166.0,86.0,49.0,16.0,1.0,27.0,5.0,11.0,20.18,133.73,0.19,8.0,108.0,135.0,7.0,0.0,0.0,47.0,18.0,7.5,19.29,15.43,1,3
